newspaper,person,name_variation,page_number,date,url,previous page
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"25/01/2019, SEXTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20190125-45755-nac-58-epl-h8-not/busca/Rodrigo+Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"25/01/2019, SEXTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20190125-45755-spo-58-epl-h8-not/busca/Rodrigo+Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"03/02/2016, QUARTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20160203-44668-spo-74-mrt-h8-not/busca/Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"03/02/2016, QUARTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20160203-44668-nac-74-mrt-h8-not/busca/Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"01/02/2014, SÁBADO, PÁGINA x8",https://acervo.estadao.com.br/pagina/#!/20140201-43936-spo-90-mrt-x8-not/busca/Rodrigo,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"03/02/2017, SEXTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20170203-45034-nac-46-mrt-h8-not/busca/Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"03/02/2017, SEXTA-FEIRA, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20170203-45034-spo-46-mrt-h8-not/busca/Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"11/12/2018, TERÇA-FEIRA, PÁGINA a8",https://acervo.estadao.com.br/pagina/#!/20181211-45710-nac-8-pol-a8-not/busca/Rodrigo+Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"11/12/2018, TERÇA-FEIRA, PÁGINA a8",https://acervo.estadao.com.br/pagina/#!/20181211-45710-spo-8-pol-a8-not/busca/Rodrigo+Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
estadao,Rodrigo Castro Alves Neves,Rodrigo+Neves,1,"03/02/2018, SÁBADO, PÁGINA h8",https://acervo.estadao.com.br/pagina/#!/20180203-45399-nac-48-mrt-h8-not/busca/Neves,https://acervo.estadao.com.br/procura/busca.php?&busca=Rodrigo+Neves&decade=2010%7C2010&page=1
